num_point,time_sort,time_convex,time_convex_pred,residual,,,
853776,9.554501057,8.946999788,9.16391242,-0.390588637,,,
855625,9.22349906,8.947000265,9.185213167,-0.038285893,,,
857476,8.88449955,9.067000389,9.206540098,0.322040548,,,
859329,9.243498802,9.045001507,9.227893219,-0.015605583,,,
861184,9.215001822,9.032497644,9.249272532,0.03427071,,,
863041,8.983501196,9.075499535,9.270678041,0.287176845,,,
864900,9.267999411,9.121999979,9.292109749,0.024110338,,,
866761,9.063498974,9.081000328,9.31356766,0.250068686,,,
868624,9.393001556,9.120999575,9.335051776,-0.05794978,,,
870489,9.766498327,9.139500141,9.356562102,-0.409936225,,,
872356,9.451999903,9.189000845,9.37809864,-0.073901263,,,
874225,9.382499695,9.159500837,9.399661395,0.0171617,,,
876096,9.453999519,9.197500944,9.421250369,-0.03274915,,,
877969,9.436001301,9.213998318,9.442865565,0.006864264,,,
879844,9.369499207,9.222001314,9.464506988,0.095007781,,,
881721,9.624000549,9.231998682,9.48617464,-0.137825909,,,
883600,9.782499552,9.256002188,9.507868525,-0.274631027,,,
885481,9.643499136,9.291500568,9.529588647,-0.113910489,,,
887364,10.00799942,9.298001051,9.551335007,-0.456664413,,,
889249,9.544000626,9.316499472,9.573107611,0.029106985,,,
891136,9.623499155,9.348001003,9.594906461,-0.028592694,,,
893025,10.07000017,9.362500191,9.61673156,-0.45326861,,,
894916,9.678500175,9.395000219,9.638582912,-0.039917263,,,
896809,9.701999664,9.373500586,9.66046052,-0.041539144,,,
898704,9.890501499,9.444499493,9.682364388,-0.208137111,,,
900601,10.0390017,9.449498892,9.704294519,-0.334707181,,,
902500,10.00300169,9.462999344,9.726250915,-0.276750775,,,
904401,9.837001085,9.482500076,9.748233581,-0.088767504,,,
906304,10.13100052,9.521498203,9.77024252,-0.360758,,,
908209,9.449999809,9.541500568,9.792277735,0.342277926,,,
910116,9.861499548,9.546000957,9.814339229,-0.047160319,,,
912025,9.645999193,9.563501358,9.836427006,0.190427813,,,
913936,9.523999929,9.616001129,9.858541069,0.33454114,,,
915849,9.900998831,9.605501413,9.880681421,-0.02031741,,,
917764,9.613999128,9.628000498,9.902848065,0.288848937,,,
919681,10.46400046,9.655500174,9.925041005,-0.538959455,,,
921600,9.752499342,9.667500257,9.947260245,0.194760903,,,
923521,9.82049942,9.698500395,9.969505787,0.149006367,,,
925444,9.727001667,9.738998413,9.991777634,0.264775967,,,
927369,10.24900007,9.760501385,10.01407579,-0.23492428,,,
929296,10.49499917,9.762500525,10.03640026,-0.458598912,,,
931225,10.37400007,9.805500031,10.05875104,-0.315249028,,,
933156,9.898001432,9.799499273,10.08112814,0.183126713,,,
935089,10.39750004,9.820500135,10.10353157,-0.293968471,,,
937024,10.01849937,9.832499981,10.12596132,0.107461949,,,
938961,10.16150093,9.881500006,10.1484174,-0.013083533,,,
940900,10.02199936,9.916000366,10.17089981,0.148900446,,,
942841,10.72199965,9.892999887,10.19340855,-0.528591099,,,
944784,11.02549982,9.92800045,10.21594363,-0.809556186,,,
946729,10.34249973,9.924500704,10.23850506,-0.103994672,,,
948676,10.11599994,9.946500063,10.26109283,0.145092887,,,
950625,10.45750117,9.96649909,10.28370694,-0.173794227,,,
952576,10.76700068,9.996498585,10.30634741,-0.460653269,,,
954529,10.43400002,10.00950074,10.32901423,-0.104985787,,,
956484,10.30799961,10.04350042,10.35170741,0.043707803,,,
958441,10.22499919,10.03750038,10.37442695,0.149427763,,,
960400,11.30000234,10.08599806,10.39717286,-0.902829483,,,
962361,10.23650098,10.09399962,10.41994513,0.183444149,,,
964324,10.34249902,10.14050174,10.44274377,0.10024475,,,
966289,11.12550116,10.13999915,10.46556879,-0.659932374,,,
968256,10.22850084,10.14499974,10.48842018,0.259919338,,,
970225,10.71499968,10.19349957,10.51129795,-0.20370173,,,
972196,10.9079988,10.19250035,10.53420211,-0.373796695,,,
974169,10.42299986,10.21750045,10.55713265,0.134132787,,,
976144,10.50549889,10.23000073,10.58008958,0.074590688,,,
978121,10.3484993,10.22950101,10.6030729,0.254573602,,,
980100,11.02899933,10.26400113,10.62608262,-0.402916708,,,
982081,10.79699969,10.27550054,10.64911874,-0.147880949,,,
984064,11.3440001,10.29750037,10.67218126,-0.671818838,,,
986049,10.5559988,10.33700109,10.69527019,0.139271388,,,
988036,11.14599967,10.35850024,10.71838552,-0.427614146,,,
990025,10.75850248,10.38299775,10.74152727,-0.01697521,,,
992016,10.60950136,10.39149785,10.76469543,0.155194072,,,
994009,10.73899937,10.41250038,10.78789001,0.048890642,,,
996004,10.53700185,10.42899966,10.81111101,0.274109163,,,
998001,10.80800056,10.46499991,10.83435844,0.026357879,,,
